# source, target, certainty, references, evidence
546,133,2,"array([18, 19], dtype=int16)","array([1, 4], dtype=int16)"
547,96,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
547,540,2,"array([19], dtype=int16)","array([4, 5], dtype=int16)"
547,541,2,"array([19], dtype=int16)","array([4, 5], dtype=int16)"
548,219,2,"array([18, 19], dtype=int16)","array([1, 4], dtype=int16)"
549,80,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
550,142,2,"array([18, 19], dtype=int16)","array([1, 4], dtype=int16)"
551,127,2,"array([18, 19], dtype=int16)","array([1, 4], dtype=int16)"
552,152,3,"array([18, 19], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
553,122,3,"array([14, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
554,217,3,"array([14, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
555,0,3,"array([ 18, 139], dtype=int16)","array([1, 2, 9], dtype=int16)"
555,1,3,"array([ 1,  2, 39], dtype=int16)","array([1, 2, 9], dtype=int16)"
555,9,3,"array([ 1,  5,  6,  7, 39], dtype=int16)","array([1, 2, 3, 7], dtype=int16)"
555,10,3,"array([ 3,  4, 39], dtype=int16)","array([1, 2, 9], dtype=int16)"
555,223,3,"array([18, 19, 39], dtype=int16)","array([1, 2, 4], dtype=int16)"
555,227,3,"array([16, 27], dtype=int16)","array([1, 2, 3], dtype=int16)"
556,261,1,"array([38, 39, 40, 43], dtype=int16)","array([1], dtype=int16)"
556,271,3,"array([19, 39, 49], dtype=int16)","array([1, 4, 8], dtype=int16)"
556,286,1,"array([39, 41, 54], dtype=int16)","array([1], dtype=int16)"
556,300,1,"array([31, 39, 40], dtype=int16)","array([1], dtype=int16)"
556,333,2,"array([39, 62], dtype=int16)","array([1, 8], dtype=int16)"
556,383,1,"array([39, 62], dtype=int16)","array([1], dtype=int16)"
556,436,1,"array([39], dtype=int16)","array([1], dtype=int16)"
556,493,1,"array([39, 41], dtype=int16)","array([1], dtype=int16)"
556,508,2,"array([19, 39], dtype=int16)","array([1, 4], dtype=int16)"
556,556,1,"array([39], dtype=int16)","array([1], dtype=int16)"
557,249,3,"array([ 2, 31, 36, 39, 81, 83, 89], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,252,3,"array([ 2, 31, 38, 39, 40, 81, 83], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,294,3,"array([ 2, 31, 38, 41, 81, 83], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,296,3,"array([ 2, 38, 41, 56, 67, 81, 83], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,303,3,"array([ 2, 38, 41, 67, 81, 83, 89], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,557,3,"array([ 2, 38, 81, 83, 89], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,560,3,"array([ 2, 31, 38, 39, 40, 81, 83], dtype=int16)","array([1, 2, 9], dtype=int16)"
557,562,3,"array([ 2, 38, 81, 83, 89], dtype=int16)","array([1, 2, 3, 9], dtype=int16)"
557,564,3,"array([ 2, 38, 81, 83, 89], dtype=int16)","array([1, 2, 9], dtype=int16)"
558,557,3,"array([ 2, 38, 81, 82, 83, 89], dtype=int16)","array([1, 2, 9], dtype=int16)"
558,558,2,"array([82], dtype=int16)","array([1, 2], dtype=int16)"
558,560,3,"array([ 2,  6, 38, 82, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
558,564,2,"array([82, 83], dtype=int16)","array([1, 2], dtype=int16)"
558,565,3,"array([ 1,  2, 21, 88, 82], dtype=int16)","array([1, 2, 9], dtype=int16)"
558,568,2,"array([82, 89], dtype=int16)","array([1, 2], dtype=int16)"
559,235,2,"array([ 2, 16, 33, 39, 83, 84], dtype=int16)","array([1, 9], dtype=int16)"
559,236,3,"array([ 2, 16, 33, 38, 82, 83], dtype=int16)","array([1, 5, 9], dtype=int16)"
559,237,2,"array([ 2, 11, 30, 38, 83, 84], dtype=int16)","array([1, 9], dtype=int16)"
559,241,3,"array([ 2, 30, 41, 83, 84], dtype=int16)","array([1, 5, 9], dtype=int16)"
559,559,2,"array([ 2, 38, 83, 84], dtype=int16)","array([1, 9], dtype=int16)"
559,560,3,"array([ 2,  6, 38, 83, 84, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
559,562,3,"array([ 2, 38, 82, 83], dtype=int16)","array([1, 3, 9], dtype=int16)"
559,563,2,"array([ 2, 38, 83, 84, 86, 89], dtype=int16)","array([1, 9], dtype=int16)"
559,564,3,"array([ 2, 38, 83, 84], dtype=int16)","array([1, 2, 9], dtype=int16)"
559,568,2,"array([ 2, 38, 83, 84, 89], dtype=int16)","array([1, 9], dtype=int16)"
559,569,2,"array([ 2, 38, 84, 88, 89], dtype=int16)","array([1, 9], dtype=int16)"
560,68,3,"array([ 2,  6, 12, 18, 38, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,82,3,"array([ 2,  6, 18, 38, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,83,3,"array([ 2,  6, 18, 47, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,85,3,"array([ 2,  6, 18, 38, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,86,3,"array([ 2,  6, 12, 18, 38, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,219,3,"array([ 2,  6, 18, 38, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,241,3,"array([ 2,  6, 35, 38, 83, 85], dtype=int16)","array([1, 2, 5, 9], dtype=int16)"
560,249,3,"array([ 2,  6, 31, 35, 36, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,252,3,"array([ 2,  6, 31, 38, 39, 40, 83], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,294,3,"array([ 2,  6, 35, 38, 56, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,296,3,"array([ 2,  6, 38, 39, 40, 54, 83], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,303,3,"array([ 2,  6, 38, 39, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,304,3,"array([ 2,  6, 36, 38, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
560,438,3,"array([  2,   6,  38,  83,  85, 199], dtype=int16)","array([1, 2, 3, 9], dtype=int16)"
560,439,3,"array([ 2,  6, 38, 39, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
561,560,3,"array([ 2,  6, 12, 31, 83, 85], dtype=int16)","array([1, 2, 9], dtype=int16)"
561,562,3,"array([12, 83], dtype=int16)","array([1, 3], dtype=int16)"
561,563,1,"array([12, 83, 86, 89], dtype=int16)","array([1], dtype=int16)"
561,564,2,"array([12, 83], dtype=int16)","array([1, 2], dtype=int16)"
561,566,1,"array([ 1, 12, 83, 88], dtype=int16)","array([1], dtype=int16)"
562,249,3,"array([31, 36, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,250,3,"array([37, 83], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
562,251,3,"array([37, 83], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
562,252,3,"array([31, 38, 39, 40, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,253,3,"array([19, 35, 42, 83], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
562,254,3,"array([35, 42, 83], dtype=int16)","array([1, 3, 4, 5, 8], dtype=int16)"
562,255,3,"array([19, 83], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
562,256,3,"array([39, 40, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,294,3,"array([35, 56, 67, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,295,3,"array([31, 57, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,296,3,"array([35, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,398,3,"array([31, 35, 39, 71, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,436,3,"array([39, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,437,3,"array([39, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,438,3,"array([  6,  83, 191], dtype=int16)","array([1, 3], dtype=int16)"
562,439,3,"array([38, 39, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,440,3,"array([ 6, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,463,3,"array([35, 83], dtype=int16)","array([1, 3], dtype=int16)"
562,499,3,"array([16, 35, 83], dtype=int16)","array([ 1,  3, 10], dtype=int16)"
562,500,3,"array([ 2, 16, 41, 83], dtype=int16)","array([ 1,  3,  9, 10], dtype=int16)"
563,249,1,"array([31, 36, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,250,3,"array([37, 86, 89], dtype=int16)","array([1, 4, 5], dtype=int16)"
563,251,3,"array([37, 86, 89], dtype=int16)","array([1, 4, 5], dtype=int16)"
563,252,1,"array([31, 38, 39, 40, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,253,3,"array([19, 41, 42, 86, 89], dtype=int16)","array([1, 4, 5], dtype=int16)"
563,254,3,"array([19, 42, 86, 89], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
563,255,3,"array([19, 86, 89], dtype=int16)","array([1, 4, 5], dtype=int16)"
563,256,1,"array([39, 40, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,294,1,"array([41, 56, 67, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,296,1,"array([67, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,304,1,"array([41, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,398,1,"array([31, 35, 39, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,436,1,"array([39, 83, 89], dtype=int16)","array([1], dtype=int16)"
563,437,1,"array([39, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,438,3,"array([ 6, 31, 86, 89], dtype=int16)","array([1, 3], dtype=int16)"
563,439,1,"array([38, 39, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,440,3,"array([ 6, 86, 89], dtype=int16)","array([1, 3], dtype=int16)"
563,463,1,"array([41, 86, 89], dtype=int16)","array([1], dtype=int16)"
563,499,2,"array([16, 41, 86, 89], dtype=int16)","array([ 1, 10], dtype=int16)"
563,500,3,"array([ 2, 16, 41, 86, 89], dtype=int16)","array([ 1,  9, 10], dtype=int16)"
564,560,3,"array([  2,   6,  38,  83,  89, 191], dtype=int16)","array([1, 2, 9], dtype=int16)"
564,562,3,"array([83], dtype=int16)","array([1, 2, 3], dtype=int16)"
564,564,2,"array([83], dtype=int16)","array([1, 2], dtype=int16)"
564,569,2,"array([83, 88], dtype=int16)","array([1, 2], dtype=int16)"
565,239,2,"array([ 1,  2, 30, 34, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,240,2,"array([ 1,  2, 30, 88, 87], dtype=int16)","array([1, 9], dtype=int16)"
565,249,2,"array([ 1, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,252,2,"array([ 1,  2, 31, 38, 39, 40, 87], dtype=int16)","array([1, 9], dtype=int16)"
565,253,3,"array([ 1,  2, 19, 41, 42, 87, 88], dtype=int16)","array([1, 4, 5, 9], dtype=int16)"
565,254,3,"array([ 1,  2, 19, 40, 42, 87], dtype=int16)","array([1, 4, 5, 8, 9], dtype=int16)"
565,256,2,"array([ 1,  2, 39, 40, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,303,2,"array([ 1,  2, 40, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,304,2,"array([ 1,  2, 41, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,437,2,"array([ 1,  2, 39, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,439,2,"array([ 1,  2, 38, 39, 87, 88], dtype=int16)","array([1, 9], dtype=int16)"
565,440,2,"array([ 1,  2,  6, 31, 83, 86, 87], dtype=int16)","array([1, 9], dtype=int16)"
565,499,3,"array([ 1,  2,  4, 16, 87, 88], dtype=int16)","array([ 1,  9, 10], dtype=int16)"
565,500,3,"array([ 1,  2, 16, 41, 87, 88], dtype=int16)","array([ 1,  9, 10], dtype=int16)"
565,580,3,"array([ 1, 87, 88, 89, 90], dtype=int16)","array([1, 6, 9], dtype=int16)"
566,257,1,"array([ 1, 39, 40, 88], dtype=int16)","array([1], dtype=int16)"
566,260,1,"array([ 1, 31, 88], dtype=int16)","array([1], dtype=int16)"
566,293,1,"array([ 1, 38, 39, 40, 54, 87], dtype=int16)","array([1], dtype=int16)"
566,294,1,"array([ 1, 41, 56, 87, 88], dtype=int16)","array([1], dtype=int16)"
566,300,1,"array([ 1, 31, 39, 40, 87], dtype=int16)","array([1], dtype=int16)"
566,301,1,"array([ 1, 31, 39, 41, 87], dtype=int16)","array([1], dtype=int16)"
566,389,1,"array([ 1, 31, 69, 88], dtype=int16)","array([1], dtype=int16)"
566,499,2,"array([ 1, 16, 41, 88], dtype=int16)","array([ 1, 10], dtype=int16)"
566,555,2,"array([ 1, 39, 88], dtype=int16)","array([1, 2], dtype=int16)"
566,556,1,"array([ 1, 39, 88], dtype=int16)","array([1], dtype=int16)"
567,241,2,"array([35, 88], dtype=int16)","array([1, 5], dtype=int16)"
567,242,3,"array([ 6, 31, 35, 88], dtype=int16)","array([1, 2, 7], dtype=int16)"
567,243,2,"array([35, 88], dtype=int16)","array([1, 7], dtype=int16)"
567,244,2,"array([ 31,  88, 191], dtype=int16)","array([1, 2], dtype=int16)"
567,245,2,"array([31, 88], dtype=int16)","array([1, 2], dtype=int16)"
567,246,2,"array([11, 88], dtype=int16)","array([1, 7], dtype=int16)"
567,247,1,"array([35, 88], dtype=int16)","array([1], dtype=int16)"
567,254,3,"array([19, 42, 88], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
567,256,1,"array([39, 40, 88], dtype=int16)","array([1], dtype=int16)"
567,260,1,"array([31, 88], dtype=int16)","array([1], dtype=int16)"
567,261,1,"array([38, 39, 40, 43, 88], dtype=int16)","array([1], dtype=int16)"
567,264,3,"array([38, 39, 40, 88], dtype=int16)","array([1, 3], dtype=int16)"
567,294,1,"array([35, 56, 67, 88], dtype=int16)","array([1], dtype=int16)"
567,296,1,"array([35, 88], dtype=int16)","array([1], dtype=int16)"
567,303,1,"array([39, 88], dtype=int16)","array([1], dtype=int16)"
567,304,1,"array([41, 88], dtype=int16)","array([1], dtype=int16)"
567,352,1,"array([65, 88], dtype=int16)","array([1], dtype=int16)"
567,367,1,"array([65, 88], dtype=int16)","array([1], dtype=int16)"
567,436,1,"array([24, 88], dtype=int16)","array([1], dtype=int16)"
567,437,1,"array([39, 88], dtype=int16)","array([1], dtype=int16)"
567,438,1,"array([  6,  88, 191], dtype=int16)","array([1], dtype=int16)"
567,440,1,"array([ 6, 88], dtype=int16)","array([1], dtype=int16)"
567,538,2,"array([19, 88], dtype=int16)","array([1, 4], dtype=int16)"
567,545,3,"array([19, 88], dtype=int16)","array([1, 4, 5], dtype=int16)"
568,294,1,"array([35, 56, 67, 89], dtype=int16)","array([1], dtype=int16)"
568,296,1,"array([35, 89], dtype=int16)","array([1], dtype=int16)"
568,304,1,"array([41, 89], dtype=int16)","array([1], dtype=int16)"
568,560,3,"array([ 2,  6, 38, 83, 85, 89], dtype=int16)","array([1, 2, 9], dtype=int16)"
568,566,1,"array([ 1, 88, 89], dtype=int16)","array([1], dtype=int16)"
569,249,1,"array([35, 36, 88], dtype=int16)","array([1], dtype=int16)"
569,256,1,"array([39, 40, 88], dtype=int16)","array([1], dtype=int16)"
569,303,1,"array([40, 88], dtype=int16)","array([1], dtype=int16)"
569,436,1,"array([40, 88], dtype=int16)","array([1], dtype=int16)"
569,437,1,"array([40, 88], dtype=int16)","array([1], dtype=int16)"
569,438,3,"array([  6,  88, 191], dtype=int16)","array([1, 3], dtype=int16)"
569,439,1,"array([38, 39, 88], dtype=int16)","array([1], dtype=int16)"
570,122,2,"array([ 89,  91, 102], dtype=int16)","array([1, 2], dtype=int16)"
570,168,2,"array([18, 89, 90, 91], dtype=int16)","array([1, 2], dtype=int16)"
570,176,2,"array([18, 89, 90, 91], dtype=int16)","array([1, 2], dtype=int16)"
570,179,2,"array([14, 18, 89, 90, 91], dtype=int16)","array([1, 2], dtype=int16)"
570,184,2,"array([ 89,  90,  91, 191], dtype=int16)","array([1, 2], dtype=int16)"
570,206,2,"array([18, 89, 90, 91], dtype=int16)","array([1, 2], dtype=int16)"
570,219,2,"array([18, 89, 90, 91], dtype=int16)","array([1, 2], dtype=int16)"
571,108,3,"array([18, 89, 91, 92], dtype=int16)","array([1, 3, 5], dtype=int16)"
571,120,3,"array([ 14,  89,  91,  92, 191], dtype=int16)","array([1, 3, 5], dtype=int16)"
571,129,3,"array([18, 89, 91, 92], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
571,198,3,"array([ 89,  91,  92, 191], dtype=int16)","array([1, 3, 5], dtype=int16)"
571,265,3,"array([39, 47, 89, 91, 92], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
571,266,3,"array([48, 89, 91, 92], dtype=int16)","array([1, 2, 3, 5, 8], dtype=int16)"
571,352,3,"array([65, 89, 91, 92], dtype=int16)","array([1, 3, 5], dtype=int16)"
572,257,3,"array([39, 40, 89, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
572,258,3,"array([19, 39, 89, 90], dtype=int16)","array([1, 2, 4, 6], dtype=int16)"
572,290,3,"array([ 89,  90, 195], dtype=int16)","array([1, 2, 6], dtype=int16)"
572,298,3,"array([58, 89, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
572,305,3,"array([60, 89, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
572,362,3,"array([60, 89, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
572,394,3,"array([31, 39, 41, 43], dtype=int16)","array([1, 2, 6], dtype=int16)"
572,430,3,"array([19, 89, 90], dtype=int16)","array([2, 4, 5, 6], dtype=int16)"
572,432,3,"array([64, 89, 90], dtype=int16)","array([1, 2, 4, 6], dtype=int16)"
573,264,3,"array([38, 39, 40, 89, 94], dtype=int16)","array([1, 3, 6], dtype=int16)"
573,285,2,"array([38, 39, 40, 54, 89, 94], dtype=int16)","array([1, 6], dtype=int16)"
573,381,2,"array([64, 89, 94], dtype=int16)","array([1, 6], dtype=int16)"
573,392,2,"array([31, 39, 40, 89, 94], dtype=int16)","array([1, 6], dtype=int16)"
573,446,3,"array([19, 89, 94], dtype=int16)","array([1, 4, 6], dtype=int16)"
573,511,3,"array([19, 89, 94], dtype=int16)","array([1, 4, 6], dtype=int16)"
574,98,2,"array([18, 90], dtype=int16)","array([1, 6], dtype=int16)"
574,158,2,"array([25, 90], dtype=int16)","array([1, 6], dtype=int16)"
574,177,2,"array([19, 90], dtype=int16)","array([1, 6], dtype=int16)"
574,195,2,"array([19, 90], dtype=int16)","array([1, 6], dtype=int16)"
574,209,2,"array([19, 90], dtype=int16)","array([1, 6], dtype=int16)"
575,235,1,"array([16, 33, 90], dtype=int16)","array([1], dtype=int16)"
575,236,2,"array([16, 33, 90], dtype=int16)","array([1, 5], dtype=int16)"
575,237,2,"array([12, 30, 90], dtype=int16)","array([1, 8], dtype=int16)"
575,239,1,"array([30, 34, 90], dtype=int16)","array([1], dtype=int16)"
575,240,1,"array([30, 90], dtype=int16)","array([1], dtype=int16)"
575,241,2,"array([35, 90], dtype=int16)","array([1, 5], dtype=int16)"
575,247,1,"array([35, 90], dtype=int16)","array([1], dtype=int16)"
575,248,1,"array([31, 90], dtype=int16)","array([1], dtype=int16)"
575,294,1,"array([35, 56, 67, 90], dtype=int16)","array([1], dtype=int16)"
575,296,1,"array([35, 90], dtype=int16)","array([1], dtype=int16)"
575,375,1,"array([31, 66, 90], dtype=int16)","array([1], dtype=int16)"
576,235,1,"array([16, 33, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,236,2,"array([16, 33, 90, 95], dtype=int16)","array([1, 5], dtype=int16)"
576,237,1,"array([12, 30, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,248,1,"array([31, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,251,1,"array([37, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,252,1,"array([31, 38, 39, 40, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,253,3,"array([19, 41, 42, 90, 95], dtype=int16)","array([1, 4, 5], dtype=int16)"
576,295,1,"array([31, 57, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,301,1,"array([31, 39, 41, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,305,1,"array([ 7, 60, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,306,3,"array([19, 90, 95], dtype=int16)","array([1, 4, 8], dtype=int16)"
576,419,1,"array([41, 90, 95], dtype=int16)","array([1], dtype=int16)"
576,439,1,"array([90, 95], dtype=int16)","array([1], dtype=int16)"
577,257,2,"array([39, 49, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,258,3,"array([39, 90], dtype=int16)","array([1, 2, 4], dtype=int16)"
577,262,2,"array([39, 40, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,265,3,"array([39, 47, 90], dtype=int16)","array([1, 2, 4], dtype=int16)"
577,301,2,"array([31, 39, 41, 75], dtype=int16)","array([1, 2], dtype=int16)"
577,372,2,"array([65, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,392,2,"array([31, 39, 40, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,393,2,"array([31, 39, 41, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,555,2,"array([39, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,569,2,"array([88, 90], dtype=int16)","array([1, 2], dtype=int16)"
577,574,3,"array([90], dtype=int16)","array([1, 2, 6], dtype=int16)"
577,580,3,"array([88, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
578,257,2,"array([39, 40, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,258,3,"array([39, 89, 90], dtype=int16)","array([1, 2, 4], dtype=int16)"
578,265,3,"array([39, 89, 90], dtype=int16)","array([1, 2, 4], dtype=int16)"
578,278,2,"array([39, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,279,2,"array([38, 39, 40, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,308,2,"array([61, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,390,2,"array([70, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,392,2,"array([31, 39, 40, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,394,2,"array([31, 39, 41, 43, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,555,2,"array([39, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,569,2,"array([88, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,574,3,"array([89, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
578,577,2,"array([89, 90], dtype=int16)","array([1, 2], dtype=int16)"
578,580,3,"array([89, 90], dtype=int16)","array([1, 2, 6], dtype=int16)"
579,257,2,"array([39, 40, 89, 90], dtype=int16)","array([1, 2], dtype=int16)"
579,258,3,"array([39, 89, 90], dtype=int16)","array([1, 2, 4], dtype=int16)"
579,264,3,"array([39, 40, 41, 89, 90], dtype=int16)","array([1, 2, 3], dtype=int16)"
