# index, organization, location, vid, name, gender, _pos
1905,0,,664,Bettina Banoun,2,"array([10.5260323 , 34.50058686])"
1906,0,,2063,Helen Juell,2,"array([ 9.81005649, 35.30509308])"
1907,0,,3861,Morten Wilhelm Wilhelmsen,1,"array([ 8.73752191, 35.28811305])"
1908,0,,3970,Odd Ingar Skaug,1,"array([10.22293555, 33.38610944])"
1909,0,,3986,Odd Rune Austgulen,1,"array([ 8.13539118, 34.29482696])"
1910,882757692,5003 BERGEN,380,WILSON ASA,0,"array([-27.44784471,  -7.20577216])"
1911,0,,647,Bernt Daniel Odfjell,1,"array([-28.65699283,  -7.35019444])"
1912,0,,1284,Ellen Solstad,2,"array([-28.42865926,  -6.28066738])"
1913,0,,1722,Gudmundur Asgeirsson,1,"array([-27.19883691,  -6.1622761 ])"
1914,0,,3193,Kristian Eidesvik,1,"array([-26.6896567 ,  -7.97806732])"
1915,0,,5140,Synnøve Seglem,2,"array([-27.90141929,  -8.38432832])"
1916,985224323,4008 STAVANGER,381,WINTERSHALL NORGE ASA,0,"array([12.72548294, -9.3505813 ])"
1917,0,,134,Andrew Richard Armour,1,"array([13.83076286, -8.95081911])"
1918,0,,913,Carol Bell,2,"array([13.9480629 , -9.93614624])"
1919,0,,2183,Ida Jane Hinkley,2,"array([ 12.1572106, -10.3286808])"
1920,0,,3557,Malcolm Shaw Thoms,1,"array([ 13.13784227, -10.71678862])"
1921,987778490,0369 OSLO,382,YA HOLDING ASA,0,"array([24.4365623 , 10.26666004])"
1922,0,,539,Audun Rønningen Danielsen,1,"array([25.92671738, 10.87615288])"
1923,0,,5358,Tonje Solvang,2,"array([25.06890676, 11.38865258])"
1924,0,,5624,Turid Elisabeth Solvang,2,"array([25.45418221,  9.87534285])"
1925,986228608,0257 OSLO,383,YARA INTERNATIONAL ASA,0,"array([-3.4907986 , 14.46253692])"
1926,990874050,0158 OSLO,384,ZONCOLAN ASA,0,"array([-41.45156028,  -2.88023921])"
1927,0,,958,Charlotte Bjørn Gamst,2,"array([-42.53185839,  -2.93709601])"
1928,0,,2718,Jon Mathias Hippe,1,"array([-40.75687585,  -2.04760204])"
1929,0,,4548,Riulf Karsten Rustad,1,"array([-40.74366939,  -3.6611097 ])"
