# source, target, tip_text
1470,4182,Try everything! It's all amazing.
1472,1471,nowhere else can you eat this cheap and this good - the Kang Gai is heaven.
1472,1741,Never had pancakes so good in my life.
1472,2144,"the pimiento piquillo peppers stuffed with goat cheese are out of this world, plus outstanding red sangria!"
1472,2875,Don't way the muffins unless ur a fan of larva
1472,3200,"best sushi in the neighborhood, no constest"
1472,3319,"the only diner worth your money. The blueberry pancakes are top notch, and they have several kinds of baked potatoes"
1472,4544,"Try the Welsh Rarebit - its the most heavenly open faced grilled cheese ever - also skip the apple berry crumble, too saucy"
1473,1471,Fried Calamai is great!! Well seasoned and great with plum sauce!
1473,1471,Calamari is GREAT with Plum sauce
1474,1471,"The best Thai restaurant i've been to. Not to mention that it was extremely cheap, but they gave you more than enough food. For a total of Chicken with garlic sauce, shrimp with sweet and sour sauce,"
1475,1476,Great brunch!!
1475,1549,"Artichoke dip, macaroni and cheese, cocktails"
1475,2102,chocolate Mochi ftw. The matcha cocktail has practically no alcohol.
1475,3147,Try the chocolate.
1475,5656,Tapas restaurant. Good food. Nice for catching up with a friend over wine and tapas. Attractive interior.
1478,1477,The butter chicken is amazing here. Make sure to go to the downstairs restaurant
1480,1479,"If you need\/want raw this is the premier place for it"
1480,3689,this is a must do restaurant for vegetarians! um make reservations it is packed!
1480,4856,Great place for casual veggie food
1482,1481,This place has a great happy hour from 5pm-8pm! Order a meal and get a comp martini or glass of wine.
1482,1664,waffle fries with cheese are the absolute best!
1482,2193,Hands down the best dining experience I have ever had! You can't go wrong with anything on the menu and the place is beautiful!
1483,1484,"My fave place 2 eat when I was at FIT! Great memories...great food! Tomato cheddar soup is the best along w\/ the turkey blt!!!"
1487,1486,Best Arepas in the USA
1487,4550,The Kobe burger is cheap and excelent.
1487,4710,"They tend to overheat the milk for expresso coffee, so ask for it \"
1488,1486,Order the cocada with any o your arepas FTW
1488,1828,The blue cheese is the best sauce in the place that's why is the first one to go
1489,1486,Long wait? There always is. Go two doors down and order to-go.
1490,1486,"Lunch special for 8.50 on weekday is an arepa+soup\/salad, to stay or go. Awesome and delicious."
1490,2445,"Get a beer in a mason jar from butchery-inspired taps, order the pickles, steal barbecue sauce from someone else's table and get the pork ribs"
1490,2841,Order coffee and then look up.
1490,3505,"Great pad see ew, but don't get calamari. Buy one-get one drafts on Tuesdays."
1490,4372,"Make a reservation. Get calamari and clams, then veal parm and Titanic for dessert. Order less than you want."
1490,4666,"I rarely say \"
1490,4896,Get an iced coffee or hot latte. The pastries are from Balthazar and their croissants are like none other
1490,5039,"Pastrami on rye, cream soda and fries. Pay with credit card at the back counter."
1491,1492,Get the Cuban sandwich. Wow!
1491,3298,"Cin Raisin bagel is a must. So is their loaves of bread, and everything is so cheap!"
1491,5142,Wish they would install a webcam so you could check the lines on rufus
1493,1492,"if you go, sit outside. it felt so dirty inside. the food was pretty blah, so i'd say go somewhere else."
1493,1743,"get their beef rib, it is so tender and juicy and the portion size is usually huge"
1493,1982,"my husband and i love going there and getting a cheese plate, cheese fondue and a salad paired with a glass of wine. delicious!"
1493,1999,"the best popovers and you have to try the blue cheese tater tots, but they are HOT when they come up, so don't burn yourself, the parmesan gnocchis are also delish"
1493,3305,"love grabbing brunch here, usually less crowded than sister restaurant, eatery"
1493,4901,"good spot for dim sum and dinner, they don't have a parking lot, but there's usually parking on the streets"
1493,5351,"if you are looking for a starbucks for their bathrooms, don't go to this one. not sure how or why, but they actually do not have bathrooms for customers."
1494,1492,"Try the \"
1494,2998,Red Snapper - The best gin bloody mary ever.
1494,2998,Here for brunch? Order the Alexander the Great. Delicious drink.
1494,4999,Go to Delicatessen in SoHo. Forget that you're vegan and order the Steak Frites. Top it off with the American Classic Cheesecake.
1495,1492,"One of few restaurants still open past 9:30pm. WTF? Anyway, nice server, pretty good food. Try the beans and rice with carnitas. Yum."
1495,3927,Great service and the food was super yummy.
1495,5077,The burrito bowls are awesome. And less calories!
1495,5747,"Double check your order. They gave me reg Coke instead of diet. They gave me honey mustard dressing instead of ranch. Other than that, the food was really good."
1496,1492,BEWARE:The fish tacos are really salty.
1496,1754,C & D. Cheap and delicious. Good for groups.
1496,1783,Go at 11:50 to beat the rush. Thank me later when you're not waiting
1496,2445,"If the line hits the fake fireplace tv screen, you're looking at a 30 min wait. Make someone save a table."
1496,2445,"If the line hits the fake fireplace tv screen, you're looking at a 30 min wait. Make someone save a table."
1496,2445,"If the line hits the fake fireplace tv screen, you're looking at a 30 min wait. Make someone save a table."
1496,2589,Sit outside. Amazing to watch peeps
1496,2644,If you aren't into the creamy get the margarita slice!
1496,2781,Everything is a dollar more than it should be but the food is noms.
1496,2880,Friday lunges here get you through the rest of the week! Order some onion rings.
1496,3791,C and D. Cheap and delicious.
1496,3958,Rainbow is red white and blue like a firecracker popsicles.
1496,3979,The octopus will make you see new colors and the oysters are heavenly.
1496,4031,"Asian hostess is lame and ignores you. Don't mind her, go for the food."
1496,4107,Fast fast fast.
1496,4145,Try anything baked! Home base for their pastries that are sold throughout the city. Check the map at the counter!
1496,4145,The baked goods are out this world. Banana chocolate chip muffin!!!
1496,4170,Delicious and affordable coffee but don't expect to get a seat.
1496,4523,Order the sesame balls and order with conviction
1496,4984,"If you've got 4 friends and 2 hours, get the matador meal! A little bit of everything and delicious."
1496,5414,Split the fries. You won't finish them unless... You're a giant or dinasour
1496,5658,This place doesn't normally have the Tennessee fried chicken but Craig and Ben made a special exception for us! The spice is great and stays with you!
1498,1497,Get the lightly seared fatty tuna!
1498,4312,Their regular drip coffee is AMAZING. I think they're currently serving the Papua New Guinea: Mt. Hagen because it's in season.
1499,1500,The fake steak au poivre is a must have!
1502,1501,MUST try the buffalo mozzarella appetizer. Out of this world! I also had the 21st Amendment Watermelon Wheat beer - awesome!
1503,1504,Get the Chicken Penang Curry. It rocks.
1503,2730,Best tacos down in SoHo! (via Scoville)
1503,2785,Best tacos down in SoHo! (via Scoville)
1505,1506,Go to Sugar Sweet Sunshine & have a Sexy Red Velvet cupcake w their special 'Moose' (whipped mousse) frosting
1505,1580,"Absolute nom. Inspired by Filipino & Thai influences, Chef King Phojanakong creates tastiness like scallops w bacon & kalamansi & lechon kawali. Go thru the unmarked door & upstairs to find this gem."
1505,3328,Try the hot taro bubble tea - perfect cold day comfort drink.
1507,1506,Pistachio cupcake = Happiness!
1507,3400,You're an idiot if you don't get their apfelstrudel.
1508,1506,"Spicy pumpkin. Just do it. There's no better option, I promise you."
1508,1653,"Lobster mac and cheese, duh. But the sweet potato fries here are KILLER"
1510,1509,"Skip this place. Make an iced coffee and hang out in your apartment. It's cheaper, there are probably less screaming children, and your bathroom is probably cleaner."
1511,1509,diverse crowd. comfortable. good variety of food and drinks. always something new going on. you'll feel at home.
1512,1509,Prices are cheap but can do without the live band
1512,4468,2 for one specials
1512,4754,The owner is a very nice guy.
1514,1513,Nice atmosphere and they make the guacamole in front of you!! Very nice
1514,4471,Try the triple delight!!!! It's awesome :)
1514,4471,Try the triple delight!!!! It's awesome :)
1514,5158,Best bandeja campesina evvveeer try it
1515,1513,"Berejena Rancheros = amazing. Fried to perfection. If you've never had eggplant, you won't regret! Sweet plantains are great. Service is wonderful. Great place."
1516,1517,...come have the spicy salmon roll... it's awesome!!!
1516,3401,Ask for Adrienne or Desiree... best waitresses!!!
1518,1517,Home of DJ JUSJACK www.jusjack.com
1518,1517,For Bottle Service + More Info Contact Jimmy @ 9175826360 or email jimmy@centrallounge.com
1518,1517,For Tables or Info : Hit Up Jimmy Jimbabway@ 9175826360 or email only1jimbabway@aol.com : Your Only source too Central !!!
1518,4342,Shrimp Kataifi is amazing.... You will have nothing like this!!!!
1520,1519,"Si eres fanático del #foodporn, this is the place."
1521,1519,The chocolate chip cookies at Jacques Torres are phenomenal.
1521,3983,Get whole wheat everything toasted with scallion cream cheese and tomato.
1521,4046,This location of The Palm has great happy hour deals on mini-burgers and lobster club sliders!
1521,4844,"Get the omakase, it's one of the best in NYC."
1522,1519,"Bathrooms are opposite The Lobster Place. Pretty decent ones, too. (By NYC standards.)"
1522,2557,Cash only!
1522,2717,"Say thank you & vote for \"
1522,2880,Don't overlook the hot dogs here. Perfectly grilled!
1522,3027,"BYOB, but they do have cans of Tecante if that's your thing."
1522,3027,Order to go? I recommend ordering a Tecate to drink while you wait on the AC?DC stools.
1522,3027,"If you don't like their rules, go eat somewhere else. More room and tacos for us!"
1522,3071,"Say thank you & vote for \"
1522,3101,"Say thank you & vote for \"
1522,3109,"Say thank you & vote for \"
1522,3185,"Say thank you & vote for \"
1522,3189,"Get the Udon: most people are in line for soups or salads, so don't be fooled. There's almost never a long wait for Udon!"
1522,3201,"Say thank you & vote for \"
1522,3279,"Say thank you & vote for \"
1522,3601,"Say thank you & vote for \"
1522,3728,No. 6 is a Grand Central-exclusive slice. Go for it!
1522,3834,Takes way too long to make sandwich.
1522,4271,"Say thank you & vote for \"
1522,4300,"Say thank you & vote for \"
1522,4318,"Say thank you & vote for \"
1522,4351,"Say thank you & vote for \"
1522,4374,"Say thank you and vote for \"
1522,4374,This place quiets down after 6pm. Perfect place for the post-work drink.
